Date,SKU_ID,Product_Name,Demand,Units_Sold,Current_Stock,Unit_Cost,EOQ,Safety_Stock,Reorder_Point,Stockout_Risk
2025-09-22,SKU_001,Aashirvaad Atta 5kg,100,100,291,260,739,92,842,0
2025-09-23,SKU_001,Aashirvaad Atta 5kg,129,129,162,260,739,92,842,0
2025-09-24,SKU_001,Aashirvaad Atta 5kg,92,92,70,260,739,92,842,0
2025-09-25,SKU_001,Aashirvaad Atta 5kg,139,70,0,260,739,92,842,1
2025-09-26,SKU_001,Aashirvaad Atta 5kg,260,0,0,260,739,92,842,1
2025-09-27,SKU_001,Aashirvaad Atta 5kg,218,218,521,260,739,92,842,0
2025-09-28,SKU_001,Aashirvaad Atta 5kg,203,203,318,260,739,92,842,0
2025-09-29,SKU_001,Aashirvaad Atta 5kg,148,148,170,260,739,92,842,0
2025-09-30,SKU_001,Aashirvaad Atta 5kg,162,162,8,260,739,92,842,0
2025-10-01,SKU_001,Aashirvaad Atta 5kg,149,8,0,260,739,92,842,1
2025-10-02,SKU_001,Aashirvaad Atta 5kg,88,88,651,260,739,92,842,0
2025-10-03,SKU_001,Aashirvaad Atta 5kg,153,153,498,260,739,92,842,0
2025-10-04,SKU_001,Aashirvaad Atta 5kg,183,183,315,260,739,92,842,0
2025-10-05,SKU_001,Aashirvaad Atta 5kg,201,201,114,260,739,92,842,0
2025-10-06,SKU_001,Aashirvaad Atta 5kg,97,97,17,260,739,92,842,0
2025-10-07,SKU_001,Aashirvaad Atta 5kg,139,139,617,260,739,92,842,0
2025-10-08,SKU_001,Aashirvaad Atta 5kg,107,107,510,260,739,92,842,0
2025-10-09,SKU_001,Aashirvaad Atta 5kg,98,98,412,260,739,92,842,0
2025-10-10,SKU_001,Aashirvaad Atta 5kg,163,163,249,260,739,92,842,0
2025-10-11,SKU_001,Aashirvaad Atta 5kg,229,229,20,260,739,92,842,0
2025-10-12,SKU_001,Aashirvaad Atta 5kg,164,164,595,260,739,92,842,0
2025-10-13,SKU_001,Aashirvaad Atta 5kg,183,183,412,260,739,92,842,0
2025-10-14,SKU_001,Aashirvaad Atta 5kg,129,129,283,260,739,92,842,0
2025-10-15,SKU_001,Aashirvaad Atta 5kg,131,131,152,260,739,92,842,0
2025-10-16,SKU_001,Aashirvaad Atta 5kg,140,140,12,260,739,92,842,0
2025-10-17,SKU_001,Aashirvaad Atta 5kg,145,145,606,260,739,92,842,0
2025-10-18,SKU_001,Aashirvaad Atta 5kg,278,278,328,260,739,92,842,0
2025-10-19,SKU_001,Aashirvaad Atta 5kg,191,191,137,260,739,92,842,0
2025-10-20,SKU_001,Aashirvaad Atta 5kg,151,137,0,260,739,92,842,1
2025-10-21,SKU_001,Aashirvaad Atta 5kg,112,0,0,260,739,92,842,1
2025-10-22,SKU_001,Aashirvaad Atta 5kg,126,126,613,260,739,92,842,0
2025-10-23,SKU_001,Aashirvaad Atta 5kg,165,165,448,260,739,92,842,0
2025-10-24,SKU_001,Aashirvaad Atta 5kg,144,144,304,260,739,92,842,0
2025-10-25,SKU_001,Aashirvaad Atta 5kg,181,181,123,260,739,92,842,0
2025-10-26,SKU_001,Aashirvaad Atta 5kg,211,123,0,260,739,92,842,1
2025-10-27,SKU_001,Aashirvaad Atta 5kg,138,138,601,260,739,92,842,0
2025-10-28,SKU_001,Aashirvaad Atta 5kg,140,140,461,260,739,92,842,0
2025-10-29,SKU_001,Aashirvaad Atta 5kg,94,94,367,260,739,92,842,0
2025-10-30,SKU_001,Aashirvaad Atta 5kg,112,112,255,260,739,92,842,0
2025-10-31,SKU_001,Aashirvaad Atta 5kg,186,186,69,260,739,92,842,0
2025-11-01,SKU_001,Aashirvaad Atta 5kg,192,192,616,260,739,92,842,0
2025-11-02,SKU_001,Aashirvaad Atta 5kg,215,215,401,260,739,92,842,0
2025-11-03,SKU_001,Aashirvaad Atta 5kg,150,150,251,260,739,92,842,0
2025-11-04,SKU_001,Aashirvaad Atta 5kg,130,130,121,260,739,92,842,0
2025-11-05,SKU_001,Aashirvaad Atta 5kg,144,121,0,260,739,92,842,1
2025-11-06,SKU_001,Aashirvaad Atta 5kg,140,140,599,260,739,92,842,0
2025-11-07,SKU_001,Aashirvaad Atta 5kg,222,222,377,260,739,92,842,0
2025-11-08,SKU_001,Aashirvaad Atta 5kg,209,209,168,260,739,92,842,0
2025-11-09,SKU_001,Aashirvaad Atta 5kg,192,168,0,260,739,92,842,1
2025-11-10,SKU_001,Aashirvaad Atta 5kg,92,0,0,260,739,92,842,1
2025-11-11,SKU_001,Aashirvaad Atta 5kg,136,136,603,260,739,92,842,0
2025-11-12,SKU_001,Aashirvaad Atta 5kg,131,131,472,260,739,92,842,0
2025-11-13,SKU_001,Aashirvaad Atta 5kg,144,144,328,260,739,92,842,0
2025-11-14,SKU_001,Aashirvaad Atta 5kg,199,199,129,260,739,92,842,0
2025-11-15,SKU_001,Aashirvaad Atta 5kg,209,129,0,260,739,92,842,1
2025-11-16,SKU_001,Aashirvaad Atta 5kg,188,188,551,260,739,92,842,0
2025-11-17,SKU_001,Aashirvaad Atta 5kg,126,126,425,260,739,92,842,0
2025-11-18,SKU_001,Aashirvaad Atta 5kg,141,141,284,260,739,92,842,0
2025-11-19,SKU_001,Aashirvaad Atta 5kg,128,128,156,260,739,92,842,0
2025-11-20,SKU_001,Aashirvaad Atta 5kg,128,128,28,260,739,92,842,0
2025-11-21,SKU_001,Aashirvaad Atta 5kg,225,28,0,260,739,92,842,1
2025-11-22,SKU_001,Aashirvaad Atta 5kg,178,0,0,260,739,92,842,1
2025-11-23,SKU_001,Aashirvaad Atta 5kg,198,198,541,260,739,92,842,0
2025-11-24,SKU_001,Aashirvaad Atta 5kg,117,117,424,260,739,92,842,0
2025-11-25,SKU_001,Aashirvaad Atta 5kg,105,105,319,260,739,92,842,0
2025-11-26,SKU_001,Aashirvaad Atta 5kg,154,154,165,260,739,92,842,0
2025-11-27,SKU_001,Aashirvaad Atta 5kg,121,121,44,260,739,92,842,0
2025-11-28,SKU_001,Aashirvaad Atta 5kg,199,199,584,260,739,92,842,0
2025-11-29,SKU_001,Aashirvaad Atta 5kg,242,242,342,260,739,92,842,0
2025-11-30,SKU_001,Aashirvaad Atta 5kg,201,201,141,260,739,92,842,0
2025-12-01,SKU_001,Aashirvaad Atta 5kg,149,141,0,260,739,92,842,1
2025-12-02,SKU_001,Aashirvaad Atta 5kg,95,0,0,260,739,92,842,1
2025-12-03,SKU_001,Aashirvaad Atta 5kg,133,133,606,260,739,92,842,0
2025-12-04,SKU_001,Aashirvaad Atta 5kg,146,146,460,260,739,92,842,0
2025-12-05,SKU_001,Aashirvaad Atta 5kg,218,218,242,260,739,92,842,0
2025-12-06,SKU_001,Aashirvaad Atta 5kg,196,196,46,260,739,92,842,0
2025-12-07,SKU_001,Aashirvaad Atta 5kg,234,46,0,260,739,92,842,1
2025-12-08,SKU_001,Aashirvaad Atta 5kg,112,112,627,260,739,92,842,0
2025-12-09,SKU_001,Aashirvaad Atta 5kg,176,176,451,260,739,92,842,0
2025-12-10,SKU_001,Aashirvaad Atta 5kg,119,119,332,260,739,92,842,0
2025-12-11,SKU_001,Aashirvaad Atta 5kg,118,118,214,260,739,92,842,0
2025-12-12,SKU_001,Aashirvaad Atta 5kg,242,214,0,260,739,92,842,1
2025-12-13,SKU_001,Aashirvaad Atta 5kg,246,246,493,260,739,92,842,0
2025-12-14,SKU_001,Aashirvaad Atta 5kg,178,178,315,260,739,92,842,0
2025-12-15,SKU_001,Aashirvaad Atta 5kg,121,121,194,260,739,92,842,0
2025-12-16,SKU_001,Aashirvaad Atta 5kg,110,110,84,260,739,92,842,0
2025-12-17,SKU_001,Aashirvaad Atta 5kg,106,84,0,260,739,92,842,1
2025-12-18,SKU_001,Aashirvaad Atta 5kg,105,105,634,260,739,92,842,0
2025-12-19,SKU_001,Aashirvaad Atta 5kg,193,193,441,260,739,92,842,0
2025-12-20,SKU_001,Aashirvaad Atta 5kg,202,202,239,260,739,92,842,0
2025-12-21,SKU_001,Aashirvaad Atta 5kg,245,239,0,260,739,92,842,1
2025-12-22,SKU_001,Aashirvaad Atta 5kg,106,0,0,260,739,92,842,1
2025-12-23,SKU_001,Aashirvaad Atta 5kg,148,148,591,260,739,92,842,0
2025-12-24,SKU_001,Aashirvaad Atta 5kg,122,122,469,260,739,92,842,0
2025-12-25,SKU_001,Aashirvaad Atta 5kg,176,176,293,260,739,92,842,0
2025-12-26,SKU_001,Aashirvaad Atta 5kg,173,173,120,260,739,92,842,0
2025-12-27,SKU_001,Aashirvaad Atta 5kg,232,120,0,260,739,92,842,1
2025-12-28,SKU_001,Aashirvaad Atta 5kg,247,0,0,260,739,92,842,1
2025-12-29,SKU_001,Aashirvaad Atta 5kg,94,0,0,260,739,92,842,1
2025-12-30,SKU_001,Aashirvaad Atta 5kg,129,129,610,260,739,92,842,0
2025-12-31,SKU_001,Aashirvaad Atta 5kg,114,114,496,260,739,92,842,0
2024-01-01,SKU_002,Bingo Potato Chips (Salted),302,302,2627,20,2701,228,1428,0
2024-01-02,SKU_002,Bingo Potato Chips (Salted),296,296,2331,20,2701,228,1428,0
2024-01-03,SKU_002,Bingo Potato Chips (Salted),420,420,1911,20,2701,228,1428,0
2024-01-04,SKU_002,Bingo Potato Chips (Salted),436,436,1475,20,2701,228,1428,0
2024-01-05,SKU_002,Bingo Potato Chips (Salted),460,460,1015,20,2701,228,1428,0
2024-01-06,SKU_002,Bingo Potato Chips (Salted),555,555,460,20,2701,228,1428,0
2024-01-07,SKU_002,Bingo Potato Chips (Salted),480,460,0,20,2701,228,1428,1
2024-01-08,SKU_002,Bingo Potato Chips (Salted),292,292,2409,20,2701,228,1428,0
2024-01-09,SKU_002,Bingo Potato Chips (Salted),292,292,2117,20,2701,228,1428,0
2024-01-10,SKU_002,Bingo Potato Chips (Salted),500,500,1617,20,2701,228,1428,0
2024-01-11,SKU_002,Bingo Potato Chips (Salted),403,403,1214,20,2701,228,1428,0
2024-01-12,SKU_002,Bingo Potato Chips (Salted),456,456,758,20,2701,228,1428,0
2024-01-13,SKU_002,Bingo Potato Chips (Salted),479,479,279,20,2701,228,1428,0
2024-01-14,SKU_002,Bingo Potato Chips (Salted),549,549,2431,20,2701,228,1428,0
2024-01-15,SKU_002,Bingo Potato Chips (Salted),362,362,2069,20,2701,228,1428,0
2024-01-16,SKU_002,Bingo Potato Chips (Salted),384,384,1685,20,2701,228,1428,0
2024-01-17,SKU_002,Bingo Potato Chips (Salted),476,476,1209,20,2701,228,1428,0
2024-01-18,SKU_002,Bingo Potato Chips (Salted),221,221,988,20,2701,228,1428,0
2024-01-19,SKU_002,Bingo Potato Chips (Salted),389,389,599,20,2701,228,1428,0
2024-01-20,SKU_002,Bingo Potato Chips (Salted),611,611,2689,20,2701,228,1428,0
2024-01-21,SKU_002,Bingo Potato Chips (Salted),421,421,2268,20,2701,228,1428,0
2024-01-22,SKU_002,Bingo Potato Chips (Salted),282,282,1986,20,2701,228,1428,0
2024-01-23,SKU_002,Bingo Potato Chips (Salted),339,339,1647,20,2701,228,1428,0
2024-01-24,SKU_002,Bingo Potato Chips (Salted),387,387,1260,20,2701,228,1428,0
2024-01-25,SKU_002,Bingo Potato Chips (Salted),267,267,993,20,2701,228,1428,0
2024-01-26,SKU_002,Bingo Potato Chips (Salted),518,518,475,20,2701,228,1428,0
2024-01-27,SKU_002,Bingo Potato Chips (Salted),643,643,2533,20,2701,228,1428,0
2024-01-28,SKU_002,Bingo Potato Chips (Salted),782,782,1751,20,2701,228,1428,0
2024-01-29,SKU_002,Bingo Potato Chips (Salted),303,303,1448,20,2701,228,1428,0
2024-01-30,SKU_002,Bingo Potato Chips (Salted),306,306,1142,20,2701,228,1428,0
2024-01-31,SKU_002,Bingo Potato Chips (Salted),411,411,731,20,2701,228,1428,0
2024-02-01,SKU_002,Bingo Potato Chips (Salted),228,228,503,20,2701,228,1428,0
2024-02-02,SKU_002,Bingo Potato Chips (Salted),568,568,2636,20,2701,228,1428,0
2024-02-03,SKU_002,Bingo Potato Chips (Salted),544,544,2092,20,2701,228,1428,0
2024-02-04,SKU_002,Bingo Potato Chips (Salted),551,551,1541,20,2701,228,1428,0
2024-02-05,SKU_002,Bingo Potato Chips (Salted),403,403,1138,20,2701,228,1428,0
2024-02-06,SKU_002,Bingo Potato Chips (Salted),368,368,770,20,2701,228,1428,0
2024-02-07,SKU_002,Bingo Potato Chips (Salted),395,395,375,20,2701,228,1428,0
2024-02-08,SKU_002,Bingo Potato Chips (Salted),374,374,1,20,2701,228,1428,0
2024-02-09,SKU_002,Bingo Potato Chips (Salted),630,1,0,20,2701,228,1428,1
2024-02-10,SKU_002,Bingo Potato Chips (Salted),641,641,2060,20,2701,228,1428,0
2024-02-11,SKU_002,Bingo Potato Chips (Salted),663,663,1397,20,2701,228,1428,0
2024-02-12,SKU_002,Bingo Potato Chips (Salted),384,384,1013,20,2701,228,1428,0
2024-02-13,SKU_002,Bingo Potato Chips (Salted),314,314,699,20,2701,228,1428,0
2024-02-14,SKU_002,Bingo Potato Chips (Salted),283,283,3117,20,2701,228,1428,0
2024-02-15,SKU_002,Bingo Potato Chips (Salted),293,293,2824,20,2701,228,1428,0
2024-02-16,SKU_002,Bingo Potato Chips (Salted),571,571,2253,20,2701,228,1428,0
2024-02-17,SKU_002,Bingo Potato Chips (Salted),563,563,1690,20,2701,228,1428,0
2024-02-18,SKU_002,Bingo Potato Chips (Salted),561,561,1129,20,2701,228,1428,0
2024-02-19,SKU_002,Bingo Potato Chips (Salted),352,352,777,20,2701,228,1428,0
2024-02-20,SKU_002,Bingo Potato Chips (Salted),343,343,434,20,2701,228,1428,0
2024-02-21,SKU_002,Bingo Potato Chips (Salted),247,247,2888,20,2701,228,1428,0
2024-02-22,SKU_002,Bingo Potato Chips (Salted),390,390,2498,20,2701,228,1428,0
2024-02-23,SKU_002,Bingo Potato Chips (Salted),587,587,1911,20,2701,228,1428,0
2024-02-24,SKU_002,Bingo Potato Chips (Salted),744,744,1167,20,2701,228,1428,0
2024-02-25,SKU_002,Bingo Potato Chips (Salted),547,547,620,20,2701,228,1428,0
2024-02-26,SKU_002,Bingo Potato Chips (Salted),312,312,308,20,2701,228,1428,0
2024-02-27,SKU_002,Bingo Potato Chips (Salted),376,376,2633,20,2701,228,1428,0
2024-02-28,SKU_002,Bingo Potato Chips (Salted),343,343,2290,20,2701,228,1428,0
2024-02-29,SKU_002,Bingo Potato Chips (Salted),422,422,1868,20,2701,228,1428,0
2024-03-01,SKU_002,Bingo Potato Chips (Salted),370,370,1498,20,2701,228,1428,0
2024-03-02,SKU_002,Bingo Potato Chips (Salted),538,538,960,20,2701,228,1428,0
2024-03-03,SKU_002,Bingo Potato Chips (Salted),562,562,398,20,2701,228,1428,0
2024-03-04,SKU_002,Bingo Potato Chips (Salted),413,398,0,20,2701,228,1428,1
2024-03-05,SKU_002,Bingo Potato Chips (Salted),270,270,2431,20,2701,228,1428,0
2024-03-06,SKU_002,Bingo Potato Chips (Salted),349,349,2082,20,2701,228,1428,0
2024-03-07,SKU_002,Bingo Potato Chips (Salted),292,292,1790,20,2701,228,1428,0
2024-03-08,SKU_002,Bingo Potato Chips (Salted),644,644,1146,20,2701,228,1428,0
2024-03-09,SKU_002,Bingo Potato Chips (Salted),361,361,785,20,2701,228,1428,0
2024-03-10,SKU_002,Bingo Potato Chips (Salted),558,558,227,20,2701,228,1428,0
2024-03-11,SKU_002,Bingo Potato Chips (Salted),304,304,2624,20,2701,228,1428,0
2024-03-12,SKU_002,Bingo Potato Chips (Salted),331,331,2293,20,2701,228,1428,0
2024-03-13,SKU_002,Bingo Potato Chips (Salted),201,201,2092,20,2701,228,1428,0
2024-03-14,SKU_002,Bingo Potato Chips (Salted),389,389,1703,20,2701,228,1428,0
2024-03-15,SKU_002,Bingo Potato Chips (Salted),632,632,1071,20,2701,228,1428,0
2024-03-16,SKU_002,Bingo Potato Chips (Salted),369,369,702,20,2701,228,1428,0
2024-03-17,SKU_002,Bingo Potato Chips (Salted),291,291,411,20,2701,228,1428,0
2024-03-18,SKU_002,Bingo Potato Chips (Salted),369,369,2743,20,2701,228,1428,0
2024-03-19,SKU_002,Bingo Potato Chips (Salted),305,305,2438,20,2701,228,1428,0
2024-03-20,SKU_002,Bingo Potato Chips (Salted),270,270,2168,20,2701,228,1428,0
2024-03-21,SKU_002,Bingo Potato Chips (Salted),388,388,1780,20,2701,228,1428,0
2024-03-22,SKU_002,Bingo Potato Chips (Salted),545,545,1235,20,2701,228,1428,0
2024-03-23,SKU_002,Bingo Potato Chips (Salted),461,461,774,20,2701,228,1428,0
2024-03-24,SKU_002,Bingo Potato Chips (Salted),496,496,278,20,2701,228,1428,0
2024-03-25,SKU_002,Bingo Potato Chips (Salted),262,262,2717,20,2701,228,1428,0
2024-03-26,SKU_002,Bingo Potato Chips (Salted),332,332,2385,20,2701,228,1428,0
2024-03-27,SKU_002,Bingo Potato Chips (Salted),383,383,2002,20,2701,228,1428,0
2024-03-28,SKU_002,Bingo Potato Chips (Salted),256,256,1746,20,2701,228,1428,0
2024-03-29,SKU_002,Bingo Potato Chips (Salted),692,692,1054,20,2701,228,1428,0
2024-03-30,SKU_002,Bingo Potato Chips (Salted),515,515,539,20,2701,228,1428,0
2024-03-31,SKU_002,Bingo Potato Chips (Salted),545,539,0,20,2701,228,1428,1
2024-04-01,SKU_002,Bingo Potato Chips (Salted),323,323,2378,20,2701,228,1428,0
2024-04-02,SKU_002,Bingo Potato Chips (Salted),363,363,2015,20,2701,228,1428,0
2024-04-03,SKU_002,Bingo Potato Chips (Salted),254,254,1761,20,2701,228,1428,0
2024-04-04,SKU_002,Bingo Potato Chips (Salted),438,438,1323,20,2701,228,1428,0
2024-04-05,SKU_002,Bingo Potato Chips (Salted),572,572,751,20,2701,228,1428,0
2024-04-06,SKU_002,Bingo Potato Chips (Salted),516,516,235,20,2701,228,1428,0
2024-04-07,SKU_002,Bingo Potato Chips (Salted),548,235,0,20,2701,228,1428,1
2024-04-08,SKU_002,Bingo Potato Chips (Salted),324,0,0,20,2701,228,1428,1
2024-04-09,SKU_002,Bingo Potato Chips (Salted),388,388,2313,20,2701,228,1428,0
2024-04-10,SKU_002,Bingo Potato Chips (Salted),389,389,1924,20,2701,228,1428,0
2024-04-11,SKU_002,Bingo Potato Chips (Salted),371,371,1553,20,2701,228,1428,0
2024-04-12,SKU_002,Bingo Potato Chips (Salted),583,583,970,20,2701,228,1428,0
2024-04-13,SKU_002,Bingo Potato Chips (Salted),540,540,430,20,2701,228,1428,0
2024-04-14,SKU_002,Bingo Potato Chips (Salted),593,430,0,20,2701,228,1428,1
2024-04-15,SKU_002,Bingo Potato Chips (Salted),333,333,2368,20,2701,228,1428,0
2024-04-16,SKU_002,Bingo Potato Chips (Salted),437,437,1931,20,2701,228,1428,0
2024-04-17,SKU_002,Bingo Potato Chips (Salted),294,294,1637,20,2701,228,1428,0
2024-04-18,SKU_002,Bingo Potato Chips (Salted),462,462,1175,20,2701,228,1428,0
2024-04-19,SKU_002,Bingo Potato Chips (Salted),442,442,733,20,2701,228,1428,0
2024-04-20,SKU_002,Bingo Potato Chips (Salted),518,518,215,20,2701,228,1428,0
2024-04-21,SKU_002,Bingo Potato Chips (Salted),354,354,2562,20,2701,228,1428,0
2024-04-22,SKU_002,Bingo Potato Chips (Salted),378,378,2184,20,2701,228,1428,0
2024-04-23,SKU_002,Bingo Potato Chips (Salted),296,296,1888,20,2701,228,1428,0
2024-04-24,SKU_002,Bingo Potato Chips (Salted),407,407,1481,20,2701,228,1428,0
2024-04-25,SKU_002,Bingo Potato Chips (Salted),321,321,1160,20,2701,228,1428,0
2024-04-26,SKU_002,Bingo Potato Chips (Salted),517,517,643,20,2701,228,1428,0
2024-04-27,SKU_002,Bingo Potato Chips (Salted),472,472,171,20,2701,228,1428,0
2024-04-28,SKU_002,Bingo Potato Chips (Salted),267,267,2605,20,2701,228,1428,0
2024-04-29,SKU_002,Bingo Potato Chips (Salted),232,232,2373,20,2701,228,1428,0
2024-04-30,SKU_002,Bingo Potato Chips (Salted),391,391,1982,20,2701,228,1428,0
2024-05-01,SKU_002,Bingo Potato Chips (Salted),393,393,1589,20,2701,228,1428,0
2024-05-02,SKU_002,Bingo Potato Chips (Salted),368,368,1221,20,2701,228,1428,0
2024-05-03,SKU_002,Bingo Potato Chips (Salted),517,517,704,20,2701,228,1428,0
2024-05-04,SKU_002,Bingo Potato Chips (Salted),460,460,244,20,2701,228,1428,0
2024-05-05,SKU_002,Bingo Potato Chips (Salted),492,492,2453,20,2701,228,1428,0
2024-05-06,SKU_002,Bingo Potato Chips (Salted),312,312,2141,20,2701,228,1428,0
2024-05-07,SKU_002,Bingo Potato Chips (Salted),503,503,1638,20,2701,228,1428,0
2024-05-08,SKU_002,Bingo Potato Chips (Salted),338,338,1300,20,2701,228,1428,0
2024-05-09,SKU_002,Bingo Potato Chips (Salted),324,324,976,20,2701,228,1428,0
2024-05-10,SKU_002,Bingo Potato Chips (Salted),522,522,454,20,2701,228,1428,0
2024-05-11,SKU_002,Bingo Potato Chips (Salted),541,541,2614,20,2701,228,1428,0
2024-05-12,SKU_002,Bingo Potato Chips (Salted),307,307,2307,20,2701,228,1428,0
2024-05-13,SKU_002,Bingo Potato Chips (Salted),323,323,1984,20,2701,228,1428,0
2024-05-14,SKU_002,Bingo Potato Chips (Salted),293,293,1691,20,2701,228,1428,0
2024-05-15,SKU_002,Bingo Potato Chips (Salted),271,271,1420,20,2701,228,1428,0
2024-05-16,SKU_002,Bingo Potato Chips (Salted),320,320,1100,20,2701,228,1428,0
2024-05-17,SKU_002,Bingo Potato Chips (Salted),622,622,478,20,2701,228,1428,0
2024-05-18,SKU_002,Bingo Potato Chips (Salted),584,584,2595,20,2701,228,1428,0
2024-05-19,SKU_002,Bingo Potato Chips (Salted),468,468,2127,20,2701,228,1428,0
2024-05-20,SKU_002,Bingo Potato Chips (Salted),309,309,1818,20,2701,228,1428,0
2024-05-21,SKU_002,Bingo Potato Chips (Salted),358,358,1460,20,2701,228,1428,0
2024-05-22,SKU_002,Bingo Potato Chips (Salted),285,285,1175,20,2701,228,1428,0
2024-05-23,SKU_002,Bingo Potato Chips (Salted),344,344,831,20,2701,228,1428,0
2024-05-24,SKU_002,Bingo Potato Chips (Salted),452,452,379,20,2701,228,1428,0
2024-05-25,SKU_002,Bingo Potato Chips (Salted),592,592,2488,20,2701,228,1428,0
2024-05-26,SKU_002,Bingo Potato Chips (Salted),560,560,1928,20,2701,228,1428,0
2024-05-27,SKU_002,Bingo Potato Chips (Salted),400,400,1528,20,2701,228,1428,0
2024-05-28,SKU_002,Bingo Potato Chips (Salted),383,383,1145,20,2701,228,1428,0
2024-05-29,SKU_002,Bingo Potato Chips (Salted),347,347,798,20,2701,228,1428,0
2024-05-30,SKU_002,Bingo Potato Chips (Salted),404,404,394,20,2701,228,1428,0
2024-05-31,SKU_002,Bingo Potato Chips (Salted),499,499,2596,20,2701,228,1428,0
2024-06-01,SKU_002,Bingo Potato Chips (Salted),656,656,1940,20,2701,228,1428,0
2024-06-02,SKU_002,Bingo Potato Chips (Salted),561,561,1379,20,2701,228,1428,0
2024-06-03,SKU_002,Bingo Potato Chips (Salted),488,488,891,20,2701,228,1428,0
2024-06-04,SKU_002,Bingo Potato Chips (Salted),295,295,596,20,2701,228,1428,0
2024-06-05,SKU_002,Bingo Potato Chips (Salted),307,307,2990,20,2701,228,1428,0
2024-06-06,SKU_002,Bingo Potato Chips (Salted),318,318,2672,20,2701,228,1428,0
2024-06-07,SKU_002,Bingo Potato Chips (Salted),564,564,2108,20,2701,228,1428,0
2024-06-08,SKU_002,Bingo Potato Chips (Salted),574,574,1534,20,2701,228,1428,0
2024-06-09,SKU_002,Bingo Potato Chips (Salted),460,460,1074,20,2701,228,1428,0
2024-06-10,SKU_002,Bingo Potato Chips (Salted),541,541,533,20,2701,228,1428,0
2024-06-11,SKU_002,Bingo Potato Chips (Salted),333,333,200,20,2701,228,1428,0
2024-06-12,SKU_002,Bingo Potato Chips (Salted),276,276,2625,20,2701,228,1428,0
2024-06-13,SKU_002,Bingo Potato Chips (Salted),391,391,2234,20,2701,228,1428,0
2024-06-14,SKU_002,Bingo Potato Chips (Salted),402,402,1832,20,2701,228,1428,0
2024-06-15,SKU_002,Bingo Potato Chips (Salted),578,578,1254,20,2701,228,1428,0
2024-06-16,SKU_002,Bingo Potato Chips (Salted),493,493,761,20,2701,228,1428,0
2024-06-17,SKU_002,Bingo Potato Chips (Salted),226,226,535,20,2701,228,1428,0
2024-06-18,SKU_002,Bingo Potato Chips (Salted),367,367,2869,20,2701,228,1428,0
2024-06-19,SKU_002,Bingo Potato Chips (Salted),384,384,2485,20,2701,228,1428,0
2024-06-20,SKU_002,Bingo Potato Chips (Salted),307,307,2178,20,2701,228,1428,0
2024-06-21,SKU_002,Bingo Potato Chips (Salted),683,683,1495,20,2701,228,1428,0
2024-06-22,SKU_002,Bingo Potato Chips (Salted),392,392,1103,20,2701,228,1428,0
2024-06-23,SKU_002,Bingo Potato Chips (Salted),367,367,736,20,2701,228,1428,0
2024-06-24,SKU_002,Bingo Potato Chips (Salted),233,233,503,20,2701,228,1428,0
2024-06-25,SKU_002,Bingo Potato Chips (Salted),476,476,27,20,2701,228,1428,0
2024-06-26,SKU_002,Bingo Potato Chips (Salted),332,27,0,20,2701,228,1428,1
2024-06-27,SKU_002,Bingo Potato Chips (Salted),461,461,2240,20,2701,228,1428,0
2024-06-28,SKU_002,Bingo Potato Chips (Salted),350,350,1890,20,2701,228,1428,0
2024-06-29,SKU_002,Bingo Potato Chips (Salted),460,460,1430,20,2701,228,1428,0
2024-06-30,SKU_002,Bingo Potato Chips (Salted),603,603,827,20,2701,228,1428,0
2024-07-01,SKU_002,Bingo Potato Chips (Salted),352,352,475,20,2701,228,1428,0
2024-07-02,SKU_002,Bingo Potato Chips (Salted),440,440,35,20,2701,228,1428,0
2024-07-03,SKU_002,Bingo Potato Chips (Salted),433,433,2303,20,2701,228,1428,0
2024-07-04,SKU_002,Bingo Potato Chips (Salted),297,297,2006,20,2701,228,1428,0
2024-07-05,SKU_002,Bingo Potato Chips (Salted),561,561,1445,20,2701,228,1428,0
2024-07-06,SKU_002,Bingo Potato Chips (Salted),571,571,874,20,2701,228,1428,0
2024-07-07,SKU_002,Bingo Potato Chips (Salted),547,547,327,20,2701,228,1428,0
2024-07-08,SKU_002,Bingo Potato Chips (Salted),362,327,0,20,2701,228,1428,1
2024-07-09,SKU_002,Bingo Potato Chips (Salted),320,320,2381,20,2701,228,1428,0
2024-07-10,SKU_002,Bingo Potato Chips (Salted),227,227,2154,20,2701,228,1428,0
2024-07-11,SKU_002,Bingo Potato Chips (Salted),336,336,1818,20,2701,228,1428,0
2024-07-12,SKU_002,Bingo Potato Chips (Salted),503,503,1315,20,2701,228,1428,0
2024-07-13,SKU_002,Bingo Potato Chips (Salted),630,630,685,20,2701,228,1428,0
2024-07-14,SKU_002,Bingo Potato Chips (Salted),639,639,46,20,2701,228,1428,0
2024-07-15,SKU_002,Bingo Potato Chips (Salted),221,221,2526,20,2701,228,1428,0
2024-07-16,SKU_002,Bingo Potato Chips (Salted),315,315,2211,20,2701,228,1428,0
2024-07-17,SKU_002,Bingo Potato Chips (Salted),263,263,1948,20,2701,228,1428,0
2024-07-18,SKU_002,Bingo Potato Chips (Salted),251,251,1697,20,2701,228,1428,0
2024-07-19,SKU_002,Bingo Potato Chips (Salted),640,640,1057,20,2701,228,1428,0
2024-07-20,SKU_002,Bingo Potato Chips (Salted),358,358,699,20,2701,228,1428,0
2024-07-21,SKU_002,Bingo Potato Chips (Salted),491,491,208,20,2701,228,1428,0
